agentid,officeid,firstname,lastname,phonenumber,email,licensenumber,yearsofexperience
38011,3930,Heidi,Murphy,(878) 696-7493,hmurphy@outlook.com,Ay44-39522225,20.09
61337,5960,Daniel,Lawson,(935) 519-2485,daniellawson@comcast.net,ZB60-37198193,2.82
99401,1824,Holly,Ruiz,(145) 931-3163,holly_ruiz@icloud.com,bU31-20190789,26.35
57367,8981,Allen,Parker,(371) 433-5368,aparker@comcast.net,xD59-58998506,2.62
48460,6564,Patrick,Horton,(084) 281-5229,patrick_horton@yahoo.com,FC46-25126531,10.37
77488,2986,Alicia,Krueger,(469) 829-9370,aliciakrueger@mail.com,fo24-67150107,28.29
65950,6219,James,Potter,(170) 947-1977,potterj@aol.com,gN48-36510713,24.53
18266,9777,Billy,Gomez,(796) 395-9384,billy.gomez@mail.com,SA40-62957283,10.3
30889,2442,Curtis,Espinoza,(967) 296-0979,cespinoza@outlook.com,iI97-25237623,1.92
26609,5317,Michelle,Li,(199) 154-5404,michelle.li@icloud.com,Bc96-94277159,18.97
72080,7577,Janice,Patton,(959) 219-1627,janicepatton@icloud.com,cj86-06850945,4.44
96827,7674,Amanda,Mosley,(088) 224-9471,mosleya@hotmail.com,Xu13-90007781,17.19
85202,6214,Anthony,Burch,(881) 388-7016,anthony.burch@hotmail.com,KA92-09558069,2.32
88223,1992,Patricia,Harrison,(015) 369-0512,patriciaharrison@yahoo.com,ki37-95265125,5.34
65794,2862,Brandi,Snyder,(597) 237-3507,brandi_snyder@comcast.net,NZ63-35325514,2.69
96625,3698,Teresa,Hill,(249) 588-3671,hillt@comcast.net,CM19-71927721,4.26
90002,4631,Angel,Mann,(829) 641-6101,angelmann@aol.com,Bb99-92269989,28.46
32201,6755,Anthony,Wilson,(474) 494-7243,wilsona@yahoo.com,bB83-50893884,3.27
10711,5296,Emily,Coleman,(217) 194-4109,emily_coleman@gmail.com,UU81-64128227,22.3
89705,8872,Dana,Salazar,(107) 407-2943,dana.salazar@gmail.com,cC35-35152164,17.09
96472,4371,Kimberly,Robles,(270) 556-5191,kimberlyrobles@comcast.net,ko45-65328604,17.75
14107,7817,Valerie,Campbell,(332) 207-9238,vcampbell@hotmail.com,QN30-99670940,19.62
69890,3328,Kayla,Santiago,(428) 578-3675,santiagok@yahoo.com,NN28-61467313,28.06
85147,5790,Tiffany,Nelson,(453) 035-9838,tiffanynelson@outlook.com,fU10-01685094,10.02
63027,8274,Parker,Moran,(829) 304-3613,parkermoran@outlook.com,Av45-18516993,3.7
25248,5884,Andrea,Gonzalez,(726) 259-4115,andrea_gonzalez@aol.com,Dd50-08988720,7.23
49989,7398,Jane,Ward,(028) 733-3836,jward@yahoo.com,BD73-30229387,1.13
63788,3836,Cassandra,Mack,(675) 853-1077,cassandra_mack@hotmail.com,Hv51-58769214,27.89
61747,1315,Brandi,Hardy,(950) 624-4655,hardyb@comcast.net,KW31-11164218,10.92
41484,5296,Brian,Richards,(161) 716-1971,brian.richards@outlook.com,Ph91-61199811,1.08
42764,5317,Janet,Ruiz,(637) 484-7958,ruizj@yahoo.com,UT22-70319587,17.31
13774,2733,Emily,Rogers,(534) 680-0862,emily_rogers@yahoo.com,kK64-09635340,18.02
66916,9777,Alyssa,Thomas,(089) 269-8495,athomas@mail.com,dM10-85228551,14.52
33896,6127,Karen,Hernandez,(742) 402-9164,khernandez@icloud.com,Ew03-99395079,8.94
12094,8087,Daniel,Mitchell,(251) 186-2355,daniel.mitchell@mail.com,zU73-75544407,26.41
19861,7150,David,Jackson,(758) 253-3000,david.jackson@hotmail.com,OK19-53006208,18.24
54465,6755,Kevin,Thompson,(162) 271-1106,kevinthompson@comcast.net,Zl12-90539297,19.25
72520,6024,Kenneth,Huff,(984) 149-9477,kennethhuff@yahoo.com,dX45-02610303,1.95
17126,9802,Suzanne,Lopez,(104) 804-5124,slopez@icloud.com,ZF14-61252442,17.13
47148,8190,Alicia,Johnson,(915) 551-9305,aliciajohnson@gmail.com,ME64-06491036,20.95
42423,2862,Kevin,Whitney,(874) 108-2224,kevin.whitney@gmail.com,Nu20-28562109,18.26
36359,2829,Jason,Richardson,(618) 967-0823,jason_richardson@yahoo.com,Wq36-61451462,2.61
39645,3267,Logan,Hudson,(193) 907-7852,lhudson@icloud.com,Nd80-15302022,3.12
69108,5588,Edward,Cross,(666) 124-9528,ecross@aol.com,wp93-41650500,27.53
32233,3930,Sharon,Coffey,(112) 539-8935,sharoncoffey@mail.com,SZ35-97024237,28.02
16129,2275,David,Rollins,(085) 802-3665,david_rollins@comcast.net,lh45-84473608,27.55
44281,2707,Christine,Lester,(361) 092-8484,clester@outlook.com,IA60-23810764,1.32
44903,7445,Angelica,Acevedo,(412) 593-2689,angelica.acevedo@gmail.com,IZ77-84742402,6.76
91905,6127,Debbie,Cook,(334) 963-5270,cookd@icloud.com,kI20-57134346,20.55
23445,5790,Cory,James,(217) 375-1761,cory.james@outlook.com,BO55-80248373,17.63
68591,1030,Laura,Silva,(456) 989-2792,silval@aol.com,NG12-13798544,24.26
15272,3270,Anita,Martinez,(693) 344-3119,amartinez@yahoo.com,JA71-12352308,9.47
94802,6214,David,Thomas,(817) 567-7324,david.thomas@comcast.net,PL43-44934581,12.23
39254,6370,Thomas,Garner,(650) 798-0165,thomas.garner@comcast.net,HO73-28199189,3.38
17014,8419,David,Hawkins,(038) 027-3878,dhawkins@outlook.com,dV34-80723427,23.73
24678,2943,Matthew,Wiley,(557) 329-6838,mwiley@outlook.com,bF31-89364825,3.96
33475,6755,Jessica,Oliver,(439) 631-0074,joliver@icloud.com,SN34-64515439,14.08
32072,7824,Charles,Fox,(896) 021-6907,charles_fox@aol.com,hu96-95462362,1.69
30068,3926,Nathan,Rodriguez,(982) 186-5926,nathan.rodriguez@icloud.com,Yy34-37922157,1.78
10031,2862,Joseph,Swanson,(610) 339-1964,josephswanson@comcast.net,Iy58-02554965,1.11
89020,6803,Susan,Young,(760) 553-7682,susan.young@icloud.com,zq23-42280784,28.47
67330,1906,Christina,Clark,(370) 234-8714,christina.clark@icloud.com,aX53-59288998,29.23
15359,9788,Justin,Garcia,(970) 074-9973,justin_garcia@mail.com,rq18-61004098,8.98
15697,3764,Kathryn,Richard,(387) 010-2326,kathrynrichard@outlook.com,ts07-44974140,22.42
92527,7844,Joseph,Anderson,(822) 048-9487,andersonj@yahoo.com,Hy90-86778097,15.86
33859,7150,Alexander,Spencer,(476) 091-0446,aspencer@gmail.com,aF73-36364169,24.39
70967,7619,Paul,Young,(467) 553-9725,paul_young@mail.com,YN13-40119561,18.9
49050,5335,Maria,Sims,(289) 878-1223,mariasims@yahoo.com,XE51-71791737,29.64
15253,2623,Mary,Nelson,(452) 159-7197,mary_nelson@outlook.com,hP66-24737242,13.19
94000,9743,Kyle,Miranda,(127) 549-0475,kyle.miranda@comcast.net,Qe20-78449999,15.7
53637,7398,Rebecca,Mann,(100) 445-3865,mannr@gmail.com,Cq72-63187116,27.92
34066,3999,Alex,Anderson,(073) 893-6734,aanderson@hotmail.com,sS67-42859964,17.29
47317,6073,David,Shah,(935) 854-3294,dshah@icloud.com,wm93-83769594,12.07
91172,1755,Jessica,Heath,(564) 656-5983,jheath@icloud.com,RD50-64219751,5.83
65633,8298,Alec,Martin,(682) 643-5601,alecmartin@gmail.com,ln41-73361009,16.24
99742,5563,Victor,Davenport,(315) 909-5198,vdavenport@hotmail.com,Jf86-05650034,3.29
14565,3328,Elizabeth,Henderson,(406) 914-2938,elizabeth_henderson@comcast.net,Wn92-85338160,21.9
80147,1906,Nicole,James,(296) 723-3221,njames@aol.com,Js90-66005736,29.57
17062,1731,Benjamin,Contreras,(314) 388-9142,benjamincontreras@aol.com,mB64-72454298,10.94
37406,4371,Cole,Carter,(480) 306-6997,colecarter@mail.com,wP75-18821475,17.15
97451,2486,Erik,Reed,(295) 166-9345,erik.reed@outlook.com,Tg26-29516391,27.03
37863,8298,Sandra,Boyd,(938) 309-5241,sandraboyd@hotmail.com,KQ30-34754143,23.2
36324,7523,Jennifer,Bean,(611) 438-7607,jbean@icloud.com,Qa60-76244369,7.39
70705,2221,Stephen,Jackson,(624) 419-7638,stephenjackson@gmail.com,aT27-80018581,18.07
42821,2221,Paula,Sanchez,(814) 880-5204,psanchez@outlook.com,zo88-58380607,22.53
37336,5317,Matthew,Brown,(390) 535-0952,matthewbrown@aol.com,Os17-23354404,4.3
92396,2943,Elizabeth,Berger,(203) 786-6330,elizabeth_berger@yahoo.com,ta68-62929104,11.96
68987,8087,Angela,Phillips,(623) 044-5290,angela.phillips@mail.com,Vp27-70447907,23.61
40276,6060,Gina,Torres,(734) 811-3735,torresg@yahoo.com,Fb24-22850597,13.9
39329,1518,Kenneth,Wiley,(187) 527-3390,kwiley@hotmail.com,oE10-05905381,28.29
86383,3930,Gregg,Hancock,(662) 926-5977,gregg_hancock@comcast.net,rb04-00335839,27.95
79272,1926,James,Whitney,(295) 471-4469,jameswhitney@yahoo.com,Ai39-18110622,25.41
54636,4371,Edward,Skinner,(552) 399-6231,edwardskinner@aol.com,Yw76-92843406,15.5
68873,9356,Rachel,Fitzgerald,(528) 946-3132,rachel_fitzgerald@hotmail.com,qL24-55356930,16.7
25879,6917,Emily,Moss,(185) 092-0861,emoss@comcast.net,CP40-67546519,16.44
71271,7262,Brandon,Crawford,(752) 556-9903,brandon_crawford@yahoo.com,SH00-43880221,28.88
64110,1430,Lindsey,Douglas,(784) 766-2155,lindsey.douglas@hotmail.com,OD11-80965563,27.45
25099,6682,David,Owens,(379) 047-9893,david.owens@aol.com,sc20-18275453,20.62
22839,7779,Diane,Scott,(698) 861-6483,diane.scott@outlook.com,IL32-29373665,13.24
78889,3162,Lisa,Matthews,(086) 694-6558,lisamatthews@gmail.com,EA24-89351756,29.93
56710,7038,David,Camacho,(635) 826-7954,dcamacho@aol.com,fU37-25853950,8.38
79669,5107,Monica,Peters,(057) 111-2415,mpeters@yahoo.com,kY38-91039254,3.13
33834,7246,Katrina,Gordon,(159) 269-1487,kgordon@hotmail.com,sf20-02999025,12.82
57964,5620,Dana,Collins,(904) 118-5271,dana_collins@comcast.net,JG93-14692093,13.61
77585,7844,Mary,Hayes,(180) 190-7456,hayesm@gmail.com,XL92-38666679,29.84
18175,2506,Alice,Flores,(000) 548-2255,floresa@yahoo.com,Pn54-49092097,10.06
95608,2905,Tristan,Moore,(566) 274-5640,tristan.moore@comcast.net,ps15-82628223,11.72
32393,7215,Kimberly,Davis,(416) 634-2650,davisk@gmail.com,Aj31-16461743,13.01
96874,6579,Brenda,Smith,(324) 422-5633,bsmith@mail.com,JG54-54346877,18.87
46212,9331,Kenneth,Adams,(596) 424-9472,kenneth.adams@aol.com,BX70-95463495,27.3
71380,5579,Brooke,Lester,(231) 820-8778,brookelester@mail.com,Ho09-06053228,6.48
39370,6672,Nathan,Carr,(942) 899-1400,nathancarr@yahoo.com,Xv30-84031607,16.48
94866,8298,Sarah,Holt,(520) 787-8664,sarah_holt@mail.com,xE29-34738442,6.37
91737,3328,Nicole,Lewis,(452) 456-1968,nlewis@comcast.net,FU63-16125353,15.39
73869,2325,Sarah,Mcdowell,(825) 771-4306,mcdowells@gmail.com,AS40-34766764,8.4
47718,1580,Christopher,Weber,(363) 556-8160,weberc@hotmail.com,Ln30-79250528,27.85
46385,9278,Benjamin,Obrien,(964) 190-3808,obrienb@comcast.net,WF45-83331331,12.76
81045,6060,Austin,Castillo,(583) 000-7116,acastillo@outlook.com,En07-87640319,5.32
83628,8130,Rebekah,Ferguson,(183) 710-4029,rebekah.ferguson@comcast.net,wl78-07113619,13.98
78423,9356,Lauren,Lopez,(015) 065-1024,lopezl@hotmail.com,Cm22-02852766,27.69
70610,2062,Rachel,Williams,(652) 086-7303,rachel_williams@aol.com,Oc36-75193320,6.8
95962,9926,Derek,Chambers,(288) 219-7877,derek_chambers@outlook.com,sE60-50820646,3.57
80943,3267,Kathy,Jennings,(088) 993-5940,kathyjennings@outlook.com,UX42-65270096,14.28
62175,2524,Matthew,Baker,(356) 950-6428,matthewbaker@hotmail.com,HN72-13346482,13.93
71764,2524,Scott,Cooper,(257) 745-2181,scottcooper@outlook.com,WL09-12892368,1.76
73948,6255,Ashley,Jordan,(043) 883-3512,ashley_jordan@gmail.com,GQ54-15475817,19.57
10823,6803,Elizabeth,Bell,(667) 275-1127,elizabethbell@aol.com,VD04-73447545,20.29
59954,2524,Margaret,Erickson,(154) 836-9004,margaret.erickson@icloud.com,TH36-45103681,20.43
80892,1731,Brianna,Walsh,(883) 339-2139,bwalsh@gmail.com,ph30-15124382,8.66
51734,3198,John,Morris,(683) 035-0068,john.morris@outlook.com,LT93-10823048,29.04
67245,7993,Jennifer,Stevenson,(504) 004-7000,jennifer.stevenson@hotmail.com,Zk67-97987736,18.35
57895,8825,Samuel,Campbell,(595) 030-5232,samuel.campbell@aol.com,hL74-93998239,6.87
39647,2822,Heidi,Owens,(320) 438-0838,heidiowens@hotmail.com,RW74-69851178,15.26
25017,9331,Jill,Mcdowell,(329) 214-8571,mcdowellj@outlook.com,NI22-51891555,19.02
46825,2829,Brandon,Price,(834) 834-4401,brandonprice@gmail.com,XP48-35034309,11.28
21213,2997,Alicia,Allen,(436) 198-4481,allena@yahoo.com,Lh59-78869779,7.88
44715,7134,Sarah,Price,(367) 017-3061,sarahprice@comcast.net,SG01-98576182,1.4
54275,6214,Jennifer,Watson,(952) 728-1332,watsonj@aol.com,rd09-52578341,19.32
54126,1425,Melissa,Landry,(343) 236-1022,melissa.landry@hotmail.com,cs19-21978948,21.74
63139,7523,Kevin,Diaz,(470) 542-5915,kevindiaz@hotmail.com,BZ37-26884118,15.27
68968,1125,Jeremy,Brown,(381) 131-4243,jeremy.brown@gmail.com,vk18-49569282,24.5
53661,1867,Nathan,Wilson,(520) 916-3655,nathanwilson@outlook.com,Fl53-02551092,3.43
25508,5674,Miguel,Schneider,(879) 265-1164,miguelschneider@outlook.com,Km21-89395377,22.05
20181,3328,Matthew,Brewer,(422) 050-5105,matthewbrewer@aol.com,pp29-92590725,5.08
52033,5579,Jessica,Nicholson,(869) 600-4379,jessica.nicholson@outlook.com,so54-68029217,10.39
18553,9993,Michael,Wood,(950) 675-2419,michael.wood@yahoo.com,UM86-84341670,12.12
50817,3926,Jessica,Murphy,(697) 202-7670,jessica.murphy@mail.com,TR16-57010047,11.51
55159,1824,Julian,Roberts,(725) 229-0296,robertsj@gmail.com,Pm57-40461922,19.33
51995,4371,Robert,Clark,(414) 279-1619,robertclark@outlook.com,so53-78608110,24.59
32906,8301,Olivia,Miller,(963) 494-2718,omiller@icloud.com,KI47-74837194,18.28
87917,7150,Timothy,Ellison,(077) 165-1858,timothy_ellison@aol.com,vx72-68206103,11.93
76031,9552,Kelsey,Davenport,(345) 879-9212,davenportk@yahoo.com,Oa99-67645460,5.16
73129,7784,Adriana,Villanueva,(387) 778-0990,adrianavillanueva@comcast.net,xi46-24475212,22.46
41913,3328,Michael,Boyd,(739) 178-7060,michael_boyd@comcast.net,tw69-81839993,4.02
68413,3402,Cory,Farrell,(968) 580-3577,cory_farrell@aol.com,UZ87-48805561,15.38
22609,7470,Joseph,Williams,(060) 249-4656,josephwilliams@icloud.com,vU63-94420429,13.7
30676,3447,Kathleen,Russell,(100) 891-5628,krussell@outlook.com,yO89-67070235,8.67
73051,6868,Jeffrey,Cooper,(220) 998-1272,jeffrey.cooper@comcast.net,xJ46-79439415,11.95
22844,1055,Amy,Jones,(563) 961-5618,ajones@icloud.com,WH31-87290391,1.45
75502,3999,Terri,Luna,(028) 810-1248,terriluna@outlook.com,Us31-21410290,23.86
35496,2810,Jimmy,Gibson,(807) 485-2805,jimmygibson@comcast.net,gT88-99324405,12.79
58083,7824,Heather,Ortiz,(348) 906-7381,heather.ortiz@gmail.com,kM19-05608545,8.87
28211,1746,Bryan,Moore,(942) 223-8766,bmoore@icloud.com,lY92-70569700,9.46
99411,3891,Ashley,Castro,(727) 521-8736,ashleycastro@aol.com,YB05-85387900,4.6
13267,7674,Michael,Hoffman,(330) 093-4560,michael.hoffman@hotmail.com,tj56-68407899,17.43
73192,8130,Veronica,Orozco,(383) 328-9150,veronica_orozco@mail.com,eY49-01613317,9.71
32622,2486,Steven,Hale,(852) 866-0613,stevenhale@aol.com,cS53-72995914,24.97
46437,7150,Joseph,Paul,(567) 109-6042,joseph.paul@icloud.com,sJ88-82553657,7.03
96322,2407,Anthony,Martin,(766) 044-9377,anthony.martin@mail.com,HL59-45868208,23.28
36809,2861,Spencer,Stewart,(523) 296-1235,spencerstewart@icloud.com,KF69-34089885,22.75
34596,7262,Mike,Peterson,(360) 665-4967,mikepeterson@hotmail.com,so98-60521857,24.28
54989,7038,Edward,Mcpherson,(067) 599-6646,edwardmcpherson@gmail.com,Lu79-80140473,29.86
45254,4557,Caitlyn,Walker,(562) 269-7603,walkerc@aol.com,XN69-79114188,5.02
52017,9278,Gregory,Cain,(842) 323-4539,gcain@gmail.com,zG98-00948526,15.63
26298,7470,Jordan,Alvarado,(462) 707-6771,jordanalvarado@icloud.com,Ux01-78771924,16.7
77225,6073,Mia,Hutchinson,(421) 379-3815,mia.hutchinson@aol.com,XN59-74656539,2.67
34889,1315,Leslie,Maldonado,(794) 483-4396,leslie.maldonado@gmail.com,eG29-53942490,5.18
81400,7445,Angela,Thomas,(842) 973-5716,angelathomas@icloud.com,be13-16089565,12.75
19914,2163,Carrie,Morales,(404) 287-2519,carriemorales@gmail.com,Yx48-13728653,15.73
85976,2862,Samuel,Parsons,(430) 791-4592,parsonss@gmail.com,BN21-22765124,18.42
13741,7799,Pamela,Williams,(587) 364-8347,pwilliams@gmail.com,dF78-98463635,24.19
66024,3270,Richard,Perez,(788) 534-4129,perezr@hotmail.com,je82-48183430,27.56
88220,8130,Christopher,Mills,(794) 968-3088,christopher.mills@mail.com,rY64-45806462,21.1
96455,8298,Gregory,Smith,(401) 593-6211,gregory.smith@gmail.com,wE55-88528768,16.09
83101,4371,Laura,Barker,(779) 171-1297,laurabarker@aol.com,zC83-40862696,11.86
10059,8216,Charles,Johnson,(906) 525-4256,cjohnson@yahoo.com,TL10-37033613,3.02
53725,2897,Cody,Gardner,(845) 648-7436,cgardner@hotmail.com,HO53-18497469,4.73
56007,9331,Robin,Ortega,(096) 277-2898,robin_ortega@comcast.net,qs94-65387571,23.76
58625,9777,Michael,Gentry,(021) 362-3770,gentrym@hotmail.com,Yr66-62775515,16.4
48281,3930,Maurice,Barnett,(114) 626-8677,barnettm@gmail.com,hU99-23559953,27.51
71235,8785,Donald,Glover,(572) 654-1959,donald_glover@comcast.net,Pq72-33970878,11.95
76818,3556,Mark,Roy,(853) 406-7743,markroy@aol.com,KR12-44693512,24.88
18395,3198,Gail,Fuller,(017) 796-2963,gail.fuller@mail.com,zR58-87081605,25.73
49148,9331,Jennifer,Taylor,(369) 773-8076,jennifer.taylor@aol.com,ZN80-91069065,28.17
47446,6430,Linda,Howard,(919) 203-3030,linda.howard@icloud.com,vZ31-83110660,14.7
24630,4105,Gerald,Mullins,(432) 849-3599,gerald.mullins@gmail.com,nB45-12487993,10.28
75004,9397,Jose,Mills,(726) 881-7363,millsj@mail.com,BG15-44411319,21.36
80704,2524,Cynthia,Odonnell,(404) 567-9949,cynthiaodonnell@aol.com,Va72-97749580,10.52
10715,3556,Sylvia,Torres,(087) 684-0483,torress@mail.com,hm80-16558668,11.11
77322,8186,Christina,Day,(044) 998-0296,christina.day@icloud.com,po36-91642167,3.49
42421,3198,Alexander,Pearson,(503) 530-3820,alexander_pearson@mail.com,kz95-19129460,21.42
46451,8301,Ethan,Powell,(990) 940-7769,ethanpowell@aol.com,IA32-41956369,21.67
63873,3267,Lisa,Young,(337) 370-0376,lyoung@outlook.com,ze53-95412760,9.48
64536,9621,Lisa,Burke,(160) 104-3279,lisa.burke@aol.com,nZ02-58613836,7.77
29252,3891,Holly,Hale,(838) 447-5210,holly.hale@outlook.com,za20-59348998,19.36
42757,3698,Maria,Wade,(191) 093-2721,wadem@comcast.net,ER37-34413818,4.66
91698,3981,Melissa,Dean,(774) 615-6351,melissadean@gmail.com,HK39-42282841,2.02
62232,7445,Sarah,Mcfarland,(741) 832-6502,sarahmcfarland@hotmail.com,Zc73-94214851,18.22
66317,5620,Christina,Francis,(535) 875-9357,christinafrancis@icloud.com,nt42-63799249,21.68
41590,3735,Arthur,Arnold,(549) 722-2778,arnolda@mail.com,eu68-45068986,28.54
60311,2104,Brendan,Huber,(753) 021-2307,bhuber@comcast.net,cL12-00965743,19.1
42981,6803,Ryan,Guerra,(326) 802-1491,ryan_guerra@icloud.com,sQ85-93422263,6.49
40567,5674,Maria,Lopez,(507) 273-7237,lopezm@comcast.net,sv07-52298973,5.36
60664,2810,Emily,Dunn,(492) 812-1559,dunne@yahoo.com,us18-88019712,13.97
18169,8298,Andrea,Dean,(204) 980-8739,adean@gmail.com,US97-48214389,29.81
10496,6564,Kenneth,Jacobs,(063) 704-7503,kenneth_jacobs@mail.com,Mv94-44985536,18.74
20170,1207,Paul,Schroeder,(067) 333-4845,paul.schroeder@gmail.com,cO14-86678103,28.31
31632,5674,Mark,Little,(536) 133-4722,mark_little@gmail.com,LQ96-78703229,23.26
17945,6127,Rebecca,Morales,(698) 392-7358,moralesr@outlook.com,fc99-35659032,18.16
11454,8872,Steven,Perry,(700) 924-5634,steven.perry@outlook.com,lr48-25687911,6.3
21827,8780,Autumn,Mayo,(948) 667-1599,autumnmayo@icloud.com,nP49-77639152,20.4
61571,3447,Robert,Garrett,(706) 960-9753,robertgarrett@mail.com,OF48-45372914,29.71
22206,6060,Andrea,Martin,(612) 691-8922,andrea.martin@hotmail.com,UV65-01396658,28.41
90414,3447,Meredith,West,(203) 432-5060,mwest@outlook.com,IY85-86827041,23.37
70783,7784,Devon,Griffith,(088) 232-5109,devon_griffith@outlook.com,mR76-16780109,11.48
30496,8872,Jacob,Wilson,(887) 957-6429,jacob.wilson@gmail.com,nO72-25037010,23.99
12262,6339,Margaret,Montgomery,(985) 450-2861,margaret_montgomery@outlook.com,Uj11-06900240,21.3
95631,7627,Annette,Chavez,(498) 129-1618,annette_chavez@mail.com,Pu30-67851007,2.18
66832,6024,Kevin,Jacobs,(329) 353-5467,jacobsk@mail.com,gz95-86028740,23.13
32548,2733,Christopher,Santos,(157) 782-3701,christopher_santos@hotmail.com,Tp60-64313951,16.93
16863,1125,George,Combs,(338) 844-3383,combsg@gmail.com,Qc22-40535676,20.1
37331,7523,Mercedes,Bradley,(799) 282-9340,mercedes.bradley@hotmail.com,ej04-56406401,18.49
69370,3402,Kristin,Lucas,(271) 311-8364,klucas@aol.com,GJ21-59160166,19.49
74242,2829,Pamela,Rodriguez,(862) 890-6455,prodriguez@outlook.com,cm81-96098589,29.42
61590,1518,Dennis,Morrison,(554) 699-2695,dennismorrison@outlook.com,vf44-54330875,11.48
34756,6803,Jennifer,Torres,(912) 073-3710,jtorres@yahoo.com,Ea46-17883024,5.33
48350,8274,Michelle,Blackburn,(655) 471-1231,mblackburn@gmail.com,cu82-17717660,10.11
14675,2986,Jose,Hayden,(301) 310-3341,haydenj@gmail.com,qD66-87644412,4.83
33904,9993,Erica,Torres,(978) 938-2316,erica.torres@comcast.net,xA44-71068139,11.12
15409,5003,Sheri,Flowers,(517) 631-0770,sheriflowers@icloud.com,jW07-32798303,6.88
60592,8785,Sheena,Berry,(260) 910-7858,berrys@mail.com,Hm52-56651735,29.26
23011,3735,Christian,Castro,(186) 328-8218,ccastro@hotmail.com,FP47-87295565,15.96
48868,2707,Brenda,Gillespie,(343) 046-2596,gillespieb@aol.com,Yk03-89302348,18.39
75389,5317,Grace,Payne,(139) 023-1911,gpayne@mail.com,Jj78-24352284,17.79
15488,6331,Sara,Willis,(023) 597-4920,williss@hotmail.com,FL10-34009098,26.0
45133,2163,Stefanie,Ramos,(147) 055-0277,stefanieramos@gmail.com,YS41-21144618,2.34
89840,2407,Sarah,Khan,(855) 356-9783,khans@icloud.com,DJ52-29511037,6.83
16068,8120,Kevin,Flores,(185) 533-6606,kflores@gmail.com,Vx92-26459713,6.08
86076,8301,Kristin,Sanders,(563) 187-6667,kristin.sanders@comcast.net,mt99-86596094,7.52
85491,6868,Sharon,Cain,(081) 603-3070,sharon.cain@comcast.net,Ge57-62904804,9.08
45911,3078,Madeline,Wells,(073) 128-3567,madelinewells@outlook.com,nL64-41828570,29.33
22443,7246,Michael,Nichols,(918) 689-3679,michael_nichols@outlook.com,gn93-12213098,18.62
81460,9926,David,Moore,(444) 338-5154,davidmoore@mail.com,ze69-63203742,27.5
81665,6917,Alexis,Ware,(680) 715-7065,warea@yahoo.com,tK54-05078093,22.87
61579,7134,Catherine,Dunlap,(941) 262-5459,catherinedunlap@gmail.com,OG67-88672455,27.75
38046,2275,Cynthia,Harris,(357) 027-7076,cynthia.harris@gmail.com,lQ76-02876995,22.73
14380,9552,Jeff,Aguilar,(170) 030-3957,jeff_aguilar@comcast.net,kh04-62242512,6.78
22779,3556,Kimberly,Washington,(939) 392-7557,kwashington@mail.com,XA13-33393460,6.61
56749,2623,Matthew,Wiggins,(666) 500-9637,matthew_wiggins@aol.com,gZ16-96143430,8.62
25288,4105,Donna,Ortega,(031) 954-9064,donnaortega@aol.com,Xo54-08520564,1.25
73753,2025,Judith,King,(675) 552-4976,jking@gmail.com,bI69-19370011,15.81
16492,1518,Paula,Kidd,(116) 059-4612,paulakidd@comcast.net,mK97-09248253,1.11
36838,2325,Patrick,Simon,(974) 036-7083,patricksimon@outlook.com,Xo29-43820464,29.18
36787,5296,Danielle,Anthony,(254) 799-6529,danielleanthony@mail.com,GU56-76340517,10.09
11646,4557,Aaron,Campbell,(985) 866-2159,acampbell@outlook.com,wF69-49080474,24.32
22347,5960,Jason,Ward,(897) 756-1130,jward@hotmail.com,vh02-18986162,21.96
17754,6868,Latoya,Gaines,(161) 091-7836,lgaines@aol.com,Bu96-77060518,29.76
39864,4557,Teresa,Cohen,(377) 534-4171,teresacohen@comcast.net,RC13-09823298,15.16
50313,7799,Dustin,Wright,(966) 356-2998,dwright@hotmail.com,Pe35-47666223,23.79
66370,3926,James,Marshall,(629) 097-4032,marshallj@outlook.com,hq90-19634253,8.65
57107,5884,Brandon,Rowe,(160) 134-4197,browe@outlook.com,Vx56-21753376,18.9
18333,3981,Shane,Rivera,(381) 336-8383,shanerivera@icloud.com,Zk95-61531451,14.98
27290,6564,Amanda,Coleman,(907) 869-3360,amanda_coleman@mail.com,ng98-97538105,10.92
52136,5107,Joseph,Larson,(616) 212-5185,joseph.larson@mail.com,pi42-77504458,24.47
75256,3404,Maria,Conley,(034) 146-9233,mariaconley@hotmail.com,Kw87-27743023,23.78
74840,1824,Austin,Brown,(093) 777-8051,browna@icloud.com,xF31-65351955,25.62
16128,3447,Laurie,Ochoa,(265) 683-7504,lochoa@aol.com,Dm05-24094363,2.35
29659,2623,Nicole,Davis,(853) 572-9104,nicole.davis@mail.com,Yv41-44063628,15.72
80260,6127,Travis,Stewart,(196) 861-5542,travisstewart@gmail.com,UY20-88831934,28.08
94535,5588,Raven,Scott,(140) 251-4539,rscott@yahoo.com,Zp03-28100205,22.28
16164,9331,Kimberly,Pacheco,(131) 590-0828,kimberly.pacheco@yahoo.com,rD53-37054345,1.25
50687,2869,Laura,Freeman,(578) 606-1466,lfreeman@outlook.com,Ze60-33369391,1.91
96347,7398,Victor,Mitchell,(384) 980-1632,victormitchell@icloud.com,Xf21-74994921,29.38
77995,4557,Teresa,Austin,(951) 222-6181,austint@icloud.com,Ge21-03683772,5.05
24215,8419,Brian,West,(080) 509-4290,brian.west@gmail.com,Bn40-19877315,13.33
90043,9788,Briana,Cisneros,(982) 908-7631,brianacisneros@outlook.com,BM08-89107326,8.58
